Timestamp,TP9,AF7,AF8,TP10
1777308873.6446712,0.0,-0.48828125,-0.48828125,0.0
1777308873.6485775,0.0,-0.48828125,-0.9765625,0.0
1777308873.6524837,-32.2265625,30.76171875,3.90625,-8.30078125
1777308873.65639,70.3125,-68.84765625,-13.671875,15.625
1777308873.6602962,-396.484375,384.765625,48.33984375,-95.21484375
1777308873.6642025,-1000.0,999.51171875,38.57421875,-277.34375
1777308873.6681087,-992.1875,963.37890625,-51.7578125,-294.921875
1777308873.672015,-986.328125,957.51953125,-72.265625,-261.23046875
1777308873.6759212,-1000.0,974.609375,-89.84375,-226.07421875
1777308873.6798275,-1000.0,971.19140625,-61.03515625,-223.6328125
1777308873.6837337,-1000.0,971.19140625,-41.50390625,-259.27734375
1777308873.68764,-1000.0,971.19140625,88.8671875,-279.78515625
1777308873.6915462,-1000.0,971.6796875,200.68359375,-259.27734375
1777308873.6954525,-1000.0,971.19140625,214.35546875,-223.14453125
1777308873.6993587,-1000.0,971.19140625,201.171875,-190.91796875
1777308873.703265,-1000.0,971.6796875,190.91796875,-205.078125
1777308873.7071712,-1000.0,971.6796875,188.96484375,-237.79296875
1777308873.7110775,-1000.0,971.19140625,124.51171875,-259.27734375
1777308873.7149837,-1000.0,971.19140625,77.1484375,-248.046875
1777308873.71889,-1000.0,971.6796875,84.47265625,-217.28515625
1777308873.7227962,-1000.0,971.6796875,78.61328125,-228.515625
1777308873.7267025,-1000.0,971.19140625,73.73046875,-294.43359375
1777308873.7306087,-1000.0,971.19140625,86.9140625,-351.5625
1777308873.734515,-1000.0,971.6796875,-19.53125,-327.1484375
1777308873.7384212,-1000.0,966.796875,220.21484375,-264.6484375
1777308873.7423275,-1000.0,980.95703125,831.54296875,-256.8359375
1777308873.7462337,-1000.0,935.546875,987.3046875,-304.19921875
1777308873.75014,-1000.0,875.9765625,951.66015625,-333.984375
1777308873.7540462,-1000.0,911.1328125,973.14453125,-305.17578125
1777308873.7579525,-1000.0,862.79296875,965.8203125,-263.18359375
1777308873.7618587,-1000.0,443.84765625,886.71875,-257.8125
1777308873.765765,-1000.0,345.21484375,807.6171875,-233.88671875
1777308873.7696712,-1000.0,271.97265625,664.55078125,-191.40625
1777308873.7735775,-1000.0,-625.0,354.4921875,-215.33203125
1777308873.7774837,-1000.0,-1000.0,137.20703125,-280.2734375
1777308873.78139,-1000.0,-974.12109375,7.32421875,-292.96875
1777308873.7852962,-1000.0,-999.51171875,-185.05859375,-224.609375
1777308873.7892025,-1000.0,-1000.0,-285.15625,-165.52734375
1777308873.7931087,-1000.0,-998.53515625,-328.61328125,-155.76171875
1777308873.797015,-1000.0,-993.65234375,-303.22265625,-164.0625
1777308873.8009212,-1000.0,-870.1171875,-217.28515625,-159.1796875
1777308873.8048275,-1000.0,-717.7734375,-152.34375,-89.35546875
1777308873.8087337,-1000.0,-657.71484375,-105.46875,-21.97265625
1777308873.81264,-1000.0,-579.58984375,-85.44921875,-42.48046875
1777308873.8165462,-1000.0,-495.60546875,-25.87890625,-64.453125
1777308873.8204525,-1000.0,-499.51171875,104.00390625,10.25390625
1777308873.8243587,-1000.0,-513.671875,171.38671875,95.21484375
1777308873.828265,-1000.0,-442.3828125,192.87109375,157.71484375
1777308873.8321712,-1000.0,-397.4609375,262.6953125,179.6875
1777308873.8360775,-1000.0,-420.41015625,294.921875,155.76171875
1777308873.8399837,-1000.0,-440.4296875,283.203125,168.9453125
1777308873.84389,-1000.0,-447.265625,278.80859375,226.5625
1777308873.8477962,-1000.0,-463.8671875,267.578125,277.83203125
1777308873.8517025,-1000.0,-439.94140625,244.62890625,244.62890625
1777308873.8556087,-1000.0,-432.6171875,255.859375,192.3828125
1777308873.859515,-1000.0,-447.265625,259.765625,182.12890625
1777308873.8634212,-1000.0,-479.00390625,168.45703125,178.22265625
1777308873.8673275,-1000.0,-692.3828125,-461.42578125,197.75390625
1777308873.8712337,-1000.0,-850.09765625,-1000.0,160.15625
1777308873.87514,-1000.0,-924.8046875,-990.234375,84.9609375
1777308873.8790462,-1000.0,-997.0703125,-990.72265625,116.69921875
1777308873.8829525,-1000.0,-999.51171875,-1000.0,256.34765625
1777308873.8868587,-1000.0,-999.51171875,-1000.0,353.515625
1777308873.890765,-1000.0,-1000.0,-1000.0,313.96484375
1777308873.8946712,-1000.0,-1000.0,-1000.0,200.1953125
1777308873.8985775,-1000.0,-1000.0,-1000.0,78.61328125
1777308873.9024837,-1000.0,-1000.0,-1000.0,27.83203125
1777308873.90639,-1000.0,-999.0234375,-1000.0,61.5234375
1777308873.9102962,-1000.0,-1000.0,-1000.0,61.5234375
1777308873.9142025,-1000.0,-999.0234375,-1000.0,6.34765625
1777308873.9181087,-1000.0,-943.84765625,-1000.0,-59.5703125
1777308873.922015,-1000.0,-875.48828125,-1000.0,-86.42578125
1777308873.9259212,-1000.0,-837.40234375,-994.62890625,-58.10546875
1777308873.9298275,-1000.0,-843.75,-986.328125,-50.29296875
1777308873.9337337,-1000.0,-810.05859375,-1000.0,-84.47265625
1777308873.93764,-1000.0,-751.953125,-588.8671875,-117.67578125
1777308873.9415462,-1000.0,-854.00390625,45.41015625,-129.39453125
1777308873.9454525,-1000.0,-967.28515625,272.4609375,-108.88671875
1777308873.9493587,-1000.0,-970.703125,604.4921875,-115.234375
1777308873.953265,-1000.0,-940.4296875,902.34375,-159.66796875
1777308873.9571712,-1000.0,-928.22265625,962.40234375,-215.8203125
1777308873.9610775,-999.51171875,-892.08984375,968.75,-239.2578125
1777308873.9649837,-1000.0,-800.78125,971.19140625,-209.9609375
1777308873.96889,-984.375,-772.94921875,971.6796875,-177.734375
1777308873.9727962,-973.6328125,-764.6484375,971.19140625,-191.89453125
1777308873.9767025,-998.53515625,-742.67578125,971.19140625,-254.8828125
1777308873.9806087,-999.51171875,-738.28125,971.19140625,-276.3671875
1777308873.984515,-1000.0,-719.23828125,971.19140625,-226.07421875
1777308873.9884212,-979.98046875,-693.84765625,971.19140625,-179.19921875
1777308873.9923275,-951.171875,-651.3671875,971.19140625,-186.5234375
1777308873.9962337,-986.81640625,-602.5390625,971.6796875,-232.421875
1777308874.00014,-1000.0,-597.65625,971.19140625,-243.1640625
1777308874.0040462,-968.26171875,-604.00390625,971.19140625,-204.1015625
1777308874.0079525,-872.55859375,-595.21484375,971.19140625,-183.10546875
1777308874.0118587,-854.4921875,-602.5390625,971.19140625,-190.91796875
1777308874.015765,-929.19921875,-780.2734375,971.6796875,-233.3984375
1777308874.0196712,-975.09765625,-985.3515625,971.19140625,-239.2578125
1777308874.0235775,-936.03515625,-1000.0,971.19140625,-195.80078125
1777308874.0274837,-838.37890625,-994.62890625,971.19140625,-137.6953125
1777308874.03139,-805.6640625,-1000.0,971.19140625,-143.06640625
1777308874.0352962,-881.8359375,-1000.0,971.19140625,-194.82421875
1777308874.0392025,-946.2890625,-1000.0,971.19140625,-196.77734375
1777308874.0431087,-909.66796875,-1000.0,971.6796875,-160.15625
1777308874.047015,-797.36328125,-1000.0,971.19140625,-113.76953125
1777308874.0509212,-737.79296875,-1000.0,971.19140625,-105.46875
1777308874.0548275,-794.43359375,-1000.0,971.19140625,-150.87890625
1777308874.0587337,-858.88671875,-1000.0,971.19140625,-180.6640625
1777308874.06264,-844.23828125,-1000.0,971.19140625,-148.4375
1777308874.0665462,-765.625,-1000.0,971.19140625,-110.3515625
1777308874.0704525,-753.41796875,-1000.0,971.19140625,-128.90625
1777308874.0743587,-874.51171875,-1000.0,971.19140625,-188.96484375
1777308874.078265,-990.234375,-1000.0,971.19140625,-223.14453125
1777308874.0821712,-1000.0,-1000.0,971.19140625,-224.12109375
1777308874.0860775,-997.0703125,-1000.0,971.19140625,-195.3125
1777308874.0899837,-1000.0,-1000.0,971.19140625,-183.59375
1777308874.09389,-1000.0,-1000.0,971.6796875,-232.421875
1777308874.0977962,-1000.0,-1000.0,971.19140625,-271.97265625
1777308874.1017025,-1000.0,-994.62890625,971.19140625,-259.765625
1777308874.1056087,-1000.0,-1000.0,971.6796875,-208.49609375
1777308874.109515,-1000.0,-976.5625,971.19140625,-159.1796875
1777308874.1134212,-1000.0,-806.15234375,971.19140625,-170.8984375
1777308874.1173275,-1000.0,-637.20703125,971.19140625,-187.01171875
1777308874.1212337,-1000.0,-413.0859375,971.19140625,-143.06640625
1777308874.12514,-1000.0,-217.28515625,971.19140625,-54.19921875
1777308874.1290462,-1000.0,-329.1015625,971.6796875,26.3671875
1777308874.1329525,-1000.0,-470.21484375,971.6796875,52.24609375
1777308874.1368587,-1000.0,-485.3515625,971.19140625,140.625
1777308874.140765,-1000.0,-533.203125,971.6796875,281.73828125
1777308874.1446712,-1000.0,-646.97265625,971.19140625,380.37109375
1777308874.1485775,-1000.0,-834.47265625,971.19140625,417.48046875
1777308874.1524837,-1000.0,-980.46875,971.6796875,396.97265625
1777308874.15639,-997.0703125,-997.0703125,971.19140625,346.19140625
1777308874.1602962,-1000.0,-752.44140625,971.19140625,327.1484375
1777308874.1642025,-997.0703125,-405.2734375,971.19140625,332.51953125
1777308874.1681087,-899.4140625,-427.734375,971.19140625,262.20703125
1777308874.172015,-832.03125,-556.640625,971.19140625,110.3515625
1777308874.1759212,-844.23828125,-553.7109375,971.19140625,-44.43359375
1777308874.1798275,-835.9375,-562.01171875,971.19140625,-132.32421875
1777308874.1837337,-748.046875,-554.6875,971.19140625,-100.5859375
1777308874.18764,-653.80859375,-708.984375,971.19140625,-47.36328125
1777308874.1915462,-630.37109375,-413.0859375,971.19140625,-43.9453125
1777308874.1954525,-697.75390625,68.359375,971.19140625,-56.640625
1777308874.1993587,-724.609375,229.4921875,971.19140625,-9.765625
1777308874.203265,-638.18359375,767.08984375,970.703125,97.65625
1777308874.2071712,-563.4765625,999.51171875,969.23828125,229.4921875
1777308874.2110775,-562.5,947.75390625,965.33203125,321.2890625
1777308874.2149837,-625.48828125,974.609375,958.49609375,318.359375
1777308874.21889,-688.96484375,971.19140625,957.03125,286.62109375
1777308874.2227962,-674.8046875,971.19140625,956.0546875,263.671875
1777308874.2267025,-583.984375,971.19140625,953.61328125,223.6328125
1777308874.2306087,-557.12890625,971.19140625,957.03125,145.99609375
1777308874.234515,-641.11328125,971.19140625,954.58984375,4.8828125
1777308874.2384212,-721.19140625,971.19140625,944.3359375,-118.65234375
1777308874.2423275,-710.44921875,986.328125,907.71484375,-121.58203125
1777308874.2462337,-605.46875,910.15625,877.9296875,-103.515625
1777308874.25014,-564.94140625,999.51171875,884.765625,-204.1015625
1777308874.2540462,-642.08984375,750.9765625,915.0390625,-345.21484375
1777308874.2579525,-746.58203125,-681.640625,956.54296875,-463.37890625
1777308874.2618587,-727.05078125,-1000.0,968.26171875,-499.0234375
1777308874.265765,-598.6328125,-934.08203125,968.75,-446.2890625
1777308874.2696712,-495.60546875,-1000.0,970.21484375,-406.73828125
1777308874.2735775,-492.67578125,-1000.0,970.703125,-435.05859375
1777308874.2774837,-551.26953125,-1000.0,970.21484375,-464.35546875
1777308874.28139,-504.8828125,-1000.0,971.19140625,-417.96875
1777308874.2852962,-379.8828125,-1000.0,975.09765625,-363.28125
1777308874.2892025,-349.12109375,-1000.0,949.21875,-389.6484375
1777308874.2931087,-428.22265625,-977.5390625,958.0078125,-464.84375
1777308874.297015,-499.51171875,-1000.0,792.96875,-476.5625
1777308874.3009212,-497.0703125,-1000.0,134.27734375,-434.08203125
1777308874.3048275,-405.76171875,-188.96484375,-149.4140625,-383.30078125
1777308874.3087337,-451.171875,105.95703125,633.30078125,-476.5625
1777308874.31264,-734.86328125,-811.03515625,896.484375,-751.46484375
1777308874.3165462,-965.8203125,-1000.0,575.68359375,-965.8203125
1777308874.3204525,-1000.0,-961.9140625,716.796875,-1000.0
1777308874.3243587,-994.140625,-1000.0,498.046875,-994.62890625
1777308874.328265,-1000.0,-1000.0,-434.5703125,-1000.0
1777308874.3321712,-986.328125,-1000.0,-838.8671875,-988.76953125
1777308874.3360775,-1000.0,-1000.0,-526.85546875,-1000.0
1777308874.3399837,-919.43359375,-1000.0,117.1875,-949.70703125
1777308874.34389,-590.33203125,-1000.0,490.234375,-692.87109375
1777308874.3477962,-478.02734375,-1000.0,678.7109375,-627.9296875
1777308874.3517025,-601.5625,-1000.0,533.203125,-752.9296875
1777308874.3556087,-924.8046875,-1000.0,-657.2265625,-960.9375
1777308874.359515,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.3634212,-984.375,-1000.0,-948.2421875,-990.72265625
1777308874.3673275,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.3712337,-961.42578125,-1000.0,-953.125,-961.42578125
1777308874.37514,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.3790462,-966.796875,-943.359375,-622.55859375,-966.796875
1777308874.3829525,278.80859375,-1000.0,679.6875,271.484375
1777308874.3868587,999.51171875,-625.9765625,999.51171875,999.51171875
1777308874.390765,831.54296875,749.0234375,919.921875,815.4296875
1777308874.3946712,9.27734375,999.51171875,980.95703125,-104.98046875
1777308874.3985775,-649.90234375,914.0625,971.19140625,-762.20703125
1777308874.4024837,-942.3828125,984.86328125,971.6796875,-956.0546875
1777308874.40639,-1000.0,971.6796875,971.19140625,-1000.0
1777308874.4102962,-987.79296875,971.6796875,971.19140625,-991.69921875
1777308874.4142025,-1000.0,971.19140625,971.6796875,-1000.0
1777308874.4181087,-1000.0,971.19140625,971.19140625,-1000.0
1777308874.422015,-1000.0,971.19140625,971.6796875,-1000.0
1777308874.4259212,-963.8671875,971.19140625,971.19140625,-966.30859375
1777308874.4298275,-1000.0,971.19140625,971.6796875,-1000.0
1777308874.4337337,-824.21875,971.19140625,971.19140625,-710.44921875
1777308874.43764,116.2109375,971.19140625,971.19140625,302.24609375
1777308874.4415462,-300.29296875,971.19140625,971.19140625,-173.33984375
1777308874.4454525,-551.26953125,971.19140625,971.19140625,-474.609375
1777308874.4493587,739.74609375,971.19140625,971.19140625,778.3203125
1777308874.453265,999.51171875,971.19140625,971.19140625,999.51171875
1777308874.4571712,916.50390625,971.19140625,971.19140625,918.9453125
1777308874.4610775,980.46875,971.19140625,970.21484375,981.4453125
1777308874.4649837,971.19140625,971.19140625,973.6328125,971.6796875
1777308874.46889,980.95703125,971.19140625,941.89453125,981.93359375
1777308874.4727962,911.1328125,978.02734375,902.83203125,912.59765625
1777308874.4767025,999.51171875,955.078125,905.2734375,999.51171875
1777308874.4806087,643.06640625,957.51953125,802.24609375,686.03515625
1777308874.484515,-558.10546875,973.14453125,698.73046875,-468.75
1777308874.4884212,-109.375,156.73828125,417.96875,16.11328125
1777308874.4923275,806.15234375,-887.20703125,-700.1953125,934.08203125
1777308874.4962337,899.4140625,-1000.0,-990.234375,908.203125
1777308874.50014,999.51171875,-970.703125,-337.40234375,999.51171875
1777308874.5040462,478.515625,-1000.0,-477.5390625,594.23828125
1777308874.5079525,-813.96484375,-1000.0,-996.09375,-768.06640625
1777308874.5118587,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.515765,-950.1953125,-1000.0,-987.79296875,-943.359375
1777308874.5196712,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.5235775,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.5274837,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.53139,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.5352962,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.5392025,-983.88671875,-1000.0,-1000.0,-980.46875
1777308874.5431087,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.547015,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.5509212,-618.65234375,-1000.0,-1000.0,-361.328125
1777308874.5548275,-767.08984375,-1000.0,-1000.0,-83.0078125
1777308874.5587337,-1000.0,-1000.0,-1000.0,-716.796875
1777308874.56264,-982.421875,-1000.0,-1000.0,-1000.0
1777308874.5665462,-1000.0,-1000.0,-1000.0,-983.3984375
1777308874.5704525,-1000.0,-1000.0,-981.4453125,-1000.0
1777308874.5743587,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.578265,-951.171875,-1000.0,-1000.0,-935.546875
1777308874.5821712,-1000.0,-1000.0,-472.16796875,-1000.0
1777308874.5860775,-942.87109375,-1000.0,-567.3828125,-914.0625
1777308874.5899837,396.97265625,-1000.0,-396.484375,439.94140625
1777308874.59389,999.51171875,-1000.0,-46.875,999.51171875
1777308874.5977962,426.26953125,-1000.0,-763.671875,609.375
1777308874.6017025,-872.55859375,-1000.0,-990.72265625,-745.1171875
1777308874.6056087,-1000.0,-1000.0,-946.77734375,-1000.0
1777308874.609515,-948.2421875,-1000.0,-1000.0,-936.03515625
1777308874.6134212,-1000.0,-1000.0,-993.1640625,-1000.0
1777308874.6173275,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.6212337,-1000.0,-1000.0,-969.7265625,-1000.0
1777308874.62514,-1000.0,-1000.0,-958.49609375,-1000.0
1777308874.6290462,-1000.0,-1000.0,-998.046875,-1000.0
1777308874.6329525,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.6368587,-1000.0,-1000.0,-984.86328125,-1000.0
1777308874.640765,-1000.0,-1000.0,-759.765625,-1000.0
1777308874.6446712,-1000.0,-1000.0,-739.74609375,-1000.0
1777308874.6485775,-1000.0,-1000.0,-678.7109375,-1000.0
1777308874.6524837,-1000.0,-966.30859375,-913.57421875,-1000.0
1777308874.65639,-1000.0,-1000.0,-907.71484375,-1000.0
1777308874.6602962,-1000.0,-985.83984375,269.53125,-1000.0
1777308874.6642025,-1000.0,106.93359375,972.16796875,-1000.0
1777308874.6681087,-1000.0,387.20703125,79.58984375,-1000.0
1777308874.672015,-1000.0,-820.80078125,-952.1484375,-1000.0
1777308874.6759212,-1000.0,-1000.0,-1000.0,-995.1171875
1777308874.6798275,-1000.0,-946.77734375,-965.8203125,-1000.0
1777308874.6837337,-1000.0,-1000.0,-1000.0,-1000.0
1777308874.68764,-1000.0,-975.5859375,-1000.0,-807.6171875
1777308874.6915462,-1000.0,-1000.0,-1000.0,-801.7578125
1777308874.6954525,-1000.0,-972.16796875,-1000.0,-991.69921875
1777308874.6993587,-1000.0,-29.296875,-1000.0,-772.94921875
1777308874.703265,-1000.0,905.2734375,-1000.0,-487.79296875
1777308874.7071712,-1000.0,988.76953125,-1000.0,-698.2421875
1777308874.7110775,-942.3828125,887.20703125,-1000.0,-1000.0
1777308874.7149837,-1000.0,999.51171875,-1000.0,-998.046875
1777308874.71889,-891.11328125,820.80078125,-1000.0,-993.1640625
1777308874.7227962,567.3828125,-636.71875,-1000.0,-1000.0
1777308874.7267025,999.51171875,-1000.0,-1000.0,-1000.0
1777308874.7306087,895.99609375,-927.734375,-1000.0,-1000.0
1777308874.734515,986.81640625,-1000.0,-1000.0,-1000.0
1777308874.7384212,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7423275,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7462337,970.703125,-1000.0,-1000.0,-1000.0
1777308874.75014,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7540462,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7579525,971.19140625,-1000.0,-1000.0,-1000.0
1777308874.7618587,970.703125,-1000.0,-1000.0,-1000.0
1777308874.765765,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7696712,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7735775,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7774837,970.703125,-1000.0,-1000.0,-1000.0
1777308874.78139,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7852962,971.19140625,-1000.0,-1000.0,-1000.0
1777308874.7892025,970.703125,-1000.0,-1000.0,-1000.0
1777308874.7931087,970.703125,-1000.0,-1000.0,-1000.0
1777308874.797015,970.703125,-1000.0,-1000.0,-1000.0
1777308874.8009212,971.19140625,-1000.0,-1000.0,-1000.0
1777308874.8048275,971.19140625,-1000.0,-1000.0,-1000.0
1777308874.8087337,970.703125,-996.09375,-1000.0,-1000.0
1777308874.81264,970.703125,-988.76953125,-1000.0,-1000.0
1777308874.8165462,971.19140625,-1000.0,-1000.0,-1000.0
1777308874.8204525,970.703125,-668.9453125,-1000.0,-1000.0
1777308874.8243587,970.703125,5.37109375,-1000.0,-1000.0
1777308874.828265,970.703125,402.83203125,-1000.0,-1000.0
1777308874.8321712,970.703125,612.3046875,-1000.0,-1000.0
1777308874.8360775,970.703125,783.203125,-1000.0,-1000.0
1777308874.8399837,986.328125,930.17578125,-1000.0,-1000.0
1777308874.84389,915.52734375,978.515625,-1000.0,-1000.0
1777308874.8477962,999.51171875,966.30859375,-1000.0,-1000.0
1777308874.8517025,940.4296875,972.16796875,-1000.0,-1000.0
1777308874.8556087,-602.05078125,971.19140625,-1000.0,-1000.0
1777308874.859515,-1000.0,971.6796875,-1000.0,-1000.0
1777308874.8634212,738.28125,971.19140625,-1000.0,-1000.0
1777308874.8673275,539.55078125,971.19140625,-1000.0,-1000.0
1777308874.8712337,-1000.0,971.19140625,-1000.0,-1000.0
1777308874.87514,-1000.0,971.19140625,-1000.0,-1000.0
1777308874.8790462,-953.125,971.6796875,-1000.0,-1000.0
1777308874.8829525,-1000.0,971.19140625,-1000.0,-1000.0
1777308874.8868587,-1000.0,971.6796875,-1000.0,-1000.0
1777308874.890765,-1000.0,971.6796875,-1000.0,-1000.0
1777308874.8946712,-1000.0,971.6796875,-1000.0,-1000.0
1777308874.8985775,-1000.0,971.19140625,-1000.0,-1000.0
1777308874.9024837,-1000.0,971.19140625,-1000.0,-1000.0
1777308874.90639,-1000.0,972.65625,-1000.0,-1000.0
1777308874.9102962,-1000.0,968.26171875,-1000.0,-1000.0
1777308874.9142025,-1000.0,969.23828125,-1000.0,-1000.0
1777308874.9181087,-1000.0,969.7265625,-1000.0,-1000.0
1777308874.922015,-1000.0,811.5234375,-1000.0,-1000.0
1777308874.9259212,-1000.0,573.73046875,-1000.0,-1000.0
1777308874.9298275,-1000.0,384.27734375,-1000.0,-1000.0
1777308874.9337337,-1000.0,250.9765625,-1000.0,-1000.0
1777308874.93764,-1000.0,106.4453125,-1000.0,-1000.0
1777308874.9415462,-1000.0,-39.0625,-1000.0,-1000.0
1777308874.9454525,-1000.0,-180.6640625,-1000.0,-1000.0
